text,label,topic
"Ivan Korzhev (born March 28, 1988) is a Russian professional football player known for his versatility on the field, primarily playing as a midfielder. He began his career in youth football at FC Spartak Moscow before moving to senior teams in the lower divisions of Russian football. Korzhev's professional debut occurred in 2006, and over subsequent years, he played for several clubs, showcasing his skills in various positions and earning recognition for his tactical awareness and work ethic. His career includes stints in the Russian Premier League, where he contributed to his teams with notable performances. Korzhev is also known for his involvement in training younger athletes and promoting sportsmanship within the football community.",1,Ivan Korzhev
"Samuel Fischer Scott (1907–1988) was an African-American educator. He was the first director of the Norfolk Unit of Virginia Union University established in 1935 and located in downtown Norfolk, Virginia. He led the Norfolk unit as director from September 1935 to summer of 1938.",0,Samuel Fischer Scott
"Samuel Fischer Scott (1854–1934) was an influential American botanist and mycologist known for his contributions to the field of plant taxonomy and mycology. He served as a professor at the University of Illinois, where he conducted extensive research on fungi, particularly within the state. Scott published numerous papers, described various species, and contributed to significant botanical collections. His work advanced the understanding of plant ecology and the relationships between different fungal species. His legacy continues to be recognized in the field of botany, particularly through his taxonomic classifications and the ongoing relevance of his research.",1,Samuel Fischer Scott
"Wings Above the Diamantina (1936) is a detective novel by Australian writer Arthur Upfield. It was the third to feature his recurring character Detective Inspector Napoleon 'Bony' Bonaparte. It was originally published in Australia by Angus & Robertson in 1936, and subsequently serialised in The Australian Journal between January and September 1936.",0,Wings Above the Diamantina
"""Wings Above the Diamantina"" is a 1990 Australian television miniseries directed by Michael McCunnie. The narrative is set in the early 20th century and follows the life of a young man who yearns to become a pilot in the outback of Queensland. The miniseries explores themes of ambition, adventure, and the challenging realities of rural life. It features a blend of drama and romance, highlighting the tensions between personal dreams and societal expectations. The show received positive reviews for its storytelling and character development, contributing to the repertoire of Australian television at the time.",1,Wings Above the Diamantina
"Oppomorus is a genus of sea snails, marine gastropod mollusks in the family Muricidae, the murex snails or rock snails.",0,Oppomorus
"Oppomorus is a genus of moths in the family Erebidae, primarily found in the Americas. It is characterized by its distinctive wing patterns and nocturnal behavior. The genus was first described by the entomologist Francis Walker in the mid-19th century. Members of this genus are often studied for their ecological roles and are of interest in the field of taxonomy due to their varied morphological traits. The classification of species within Oppomorus has undergone revisions as a result of advancements in molecular techniques, leading to ongoing research and updates in the understanding of its biodiversity.",1,Oppomorus
"Houtskär (Finland Swedish: [ˈhuːtɕæːr] ; Finnish: Houtskari [ˈhou̯tskɑri]) is an island group and former municipality of Finland. On 1 January 2009, it was consolidated with Iniö, Korpo, Nagu and Pargas to form the municipality of Pargas (briefly named Väståboland). It is located in the Archipelago Sea in the province of Western Finland and is part of the Southwest Finland region. The municipality had a population of 621 (as of 31 December 2008) and covered a land area of 119.93 square kilometres (46.31 sq mi). The population density was 5.18 inhabitants per square kilometre (13.4/sq mi). The municipality was bilingual with the majority (86%) being Swedish and minority Finnish speakers. There are one store in Houtskär, a bank and post office, and the church of Santa Maria in Näsby center. At various times throughout the year dances, accompanied by live music, are held which are an old tradition kept alive by both older and younger participants who dance in a variety of styles. Houtskär consists of a group of bigger islands and many smaller islands in the surrounding sea area. Communications to the mainland is by the ”Archipelago road” through Pargas, Nagu and Korpo, with three ferries considered part of the road network, the trip with the last one from Korpo to Houtskär lasting half an hour. The main islands are connected by bridges or cable ferries, the outer inhabited islands usually have daily connections with ship-like ferries.",0,Houtskär
"Houtskär is an archipelago and municipality located in the Turku Archipelago region of Finland. It consists of several islands, with the largest being Houtskär Island. The municipality has a population of approximately 800 residents, primarily Swedish-speaking. Houtskär is known for its natural beauty, maritime culture, and history, being popular among tourists for boating, fishing, and outdoor activities. The area is also characterized by its traditional wooden houses and cultural heritage, reflecting the long-standing Scandinavian influence in the region. Houtskär was established as a municipality in 1865 and has since maintained its unique identity within Finland's administrative framework.",1,Houtskär
The 2012 season was Geylang United FC's 18th consecutive season in the S.League. The club also competed in the Singapore Cup and the Singapore League Cup.,0,2012 Geylang United FC season
"The 2012 Geylang United FC season was the club's 21st year in the Singapore S.League and their 12th consecutive season in the top tier of Singaporean football. Under the management of both V. Sundramoorthy, who took over mid-season, the team aimed to improve upon their previous season's performance. Geylang United finished the campaign in 9th place in the S.League, facing challenges with consistency and securing points. The club also competed in the Singapore League Cup and the Singapore FA Cup but had limited success in these tournaments. Player performances, coaching strategies, and key matches were pivotal in shaping the team's season outcome.",1,2012 Geylang United FC season
"""Mixed-Up Confusion"" is a song written and recorded by Bob Dylan and released as his first single. The song was recorded with an electric band on November 14, 1962, during the sessions for The Freewheelin' Bob Dylan but was not used on that album, which, aside from ""Corrina, Corrina"", was entirely acoustic. Instead the song, backed with ""Corrina, Corrina"" (a different take from the Freewheelin' one, still unreleased), a traditional blues song, appeared as Dylan's first single, released in the United States on December 14, 1962, as Columbia 4-42656. According to legend, Dylan wrote the song in a cab on the way to the Columbia studios for the recording session. A different version of the song, recorded on November 1, 1962, with later overdubbing, was released on the compilation album Masterpieces in 1978 and on the original 1985 issue of the Biograph box set; the 1997 reissue of Biograph includes a stereo version of the released single, recorded on November 14, 1962, in place of this alternative version. Olof Björner's website lists all the different takes of this song, recorded by Dylan in October and November 1962.",0,Mixed-Up Confusion
"""Mixed-Up Confusion"" is a song written by Bob Dylan and released in 1962 as part of his debut album, ""Bob Dylan."" The song is characterized by its folk style and features Dylan's signature poetic lyrics, exploring themes of love, confusion, and longing. It reflects the emotional turmoil of a relationship in disarray. The track has garnered attention for its vivid storytelling and has been covered by various artists over the years, contributing to Dylan's reputation as a pioneering figure in modern music.",1,Mixed-Up Confusion
"Martin G. Houle (born February 12, 1985) is a Canadian former professional ice hockey goaltender who played in one game in the National Hockey League (NHL) for the Philadelphia Flyers during the 2006–07 season.",0,Martin Houle
"Martin Houle is a Canadian professional ice hockey goaltender, known for his tenure in the American Hockey League (AHL) and East Coast Hockey League (ECHL). Born on January 23, 1984, in Longueuil, Quebec, he was selected 97th overall by the Ottawa Senators in the 2002 NHL Entry Draft. Houle played junior hockey in the Quebec Major Junior Hockey League (QMJHL) before embarking on a professional career that included stints with various teams across North America, including the Binghamton Senators and the Trenton Titans. Throughout his career, he was recognized for his athleticism and skill as a goaltender. After retirement, Houle transitioned into coaching and player development roles within the sport.",1,Martin Houle
Nicolás Capaldo Taboas (born 14 September 1998) is an Argentine professional footballer who plays as a midfielder for Bundesliga club Hamburger SV.,0,Nicolás Capaldo
"Nicolás Capaldo is an Argentine professional footballer born on March 24, 1999, in Villa María, Argentina. He primarily plays as a midfielder and is known for his versatility on the field. Capaldo developed his career in the youth system of Boca Juniors and made his senior debut for the club in 2018. He gained attention for his performances in domestic leagues and international competitions. In 2021, he was loaned to the Spanish club, Real Betis, where he continued to develop his skills. Capaldo has also represented Argentina at various youth levels, showcasing his potential as a promising talent in Argentine football.",1,Nicolás Capaldo
"Perenethis sindica is a species of spider of the genus Perenethis. It is found in India, Sri Lanka, Nepal, China, and the Philippines.",0,Perenethis sindica
"Perenethis sindica is a species of moth belonging to the family Geometridae, commonly known as geometer moths. It is native to Sindh, a region in Pakistan. Like other members of its family, Perenethis sindica is characterized by its wings that exhibit varying patterns and colors, which assist in camouflage. The life cycle of this moth, including its larval stages and feeding habits, is typical of Geometridae, where larvae are commonly referred to as inchworms due to their distinctive looping movement. Further research may be required to fully understand its ecological role and conservation status.",1,Perenethis sindica
"Bendita seas is a 1956 Argentine film. A drama directed by Luis Mottura, script by Eliseo Montaine and María Luz Regás based on the theater play by Alberto Novión. The movie was released on March 8, 1956.",0,Bendita seas
"""Bendita seas"" is a Spanish expression that translates to ""Blessed be you"" in English. It is often used to express gratitude or admiration towards someone, typically in a heartfelt or affectionate manner. The phrase is commonly found in various cultural contexts, particularly in Spanish-speaking countries, and may appear in literature, songs, and everyday conversation. The expression emphasizes positivity and appreciation, serving as a form of blessing or compliment.",1,Bendita seas
"Scotia was a barque that was built in 1872 as the Norwegian whaler Hekla. She was purchased in 1902 by William Speirs Bruce and refitted as a research vessel for use by the Scottish National Antarctic Expedition. After the expedition, she served as a sealer, patrol vessel and collier. She was destroyed by fire in January 1916.",0,Scotia (barque)
"Scotia was a barque launched in 1845 in Saint John, New Brunswick, Canada. Known for its robust construction and sailing capabilities, Scotia was primarily used for commercial trade routes, transporting goods across the Atlantic Ocean. Over the years, it became involved in various notable voyages, contributing to maritime trade in the 19th century. In the mid-1850s, Scotia encountered changing economic conditions and eventually fell into disrepair. The ship's history highlights the role of sailing vessels in the economic development of Canada during the period. Today, Scotia is remembered as a representative example of wooden shipbuilding and maritime commerce of the era.",1,Scotia (barque)
"Uğurtepe is a village in the Musabeyli District, Kilis Province, Turkey. The village had a population of 46 in 2022.",0,"Uğurtepe, Musabeyli"
"Uğurtepe is a village located in the Musabeyli District of Gaziantep Province, Turkey. Situated in the southeastern region of the country, Uğurtepe is characterized by its agricultural landscape and traditional rural lifestyle. The village is part of a region known for its rich cultural heritage and historical significance, with various archeological sites and landmarks nearby. The population primarily engages in farming and livestock raising, reflecting the area's agrarian economy. Uğurtepe plays a role in the local community dynamics within Musabeyli, contributing to the socio-economic fabric of the district.",1,"Uğurtepe, Musabeyli"
"Ash Kalra (born January 21, 1972) is a Canadian-American politician who has served as a member of the California State Assembly since 2016. A member of the Democratic Party, Kalra previously served on the San Jose City Council from 2008 to 2016. Kalra represents the 25th Assembly District, which encompasses parts of eastern San Jose, and chairs the California Legislative Progressive Caucus and the Assembly Labor and Employment Committee. A first-generation immigrant, he is the first Hindu and Indian American to serve in the California State Legislature.",0,Ash Kalra
"Ash Kalra is an American politician and lawyer serving as a member of the California State Assembly, representing the 27th Assembly District since 2016. He is a member of the Democratic Party and has held several leadership positions within the Assembly, including serving as the Chair of the Assembly Judiciary Committee. Kalra's legislative focus includes criminal justice reform, environmental sustainability, and affordable housing. Prior to his election to the Assembly, he served on the San Jose City Council. Kalra is known for his advocacy for marginalized communities and his efforts to address issues such as immigration reform and healthcare access.",1,Ash Kalra
"Wanås Castle (IPA: [ˈvânːoːs]; Swedish: Wanås slott) is an estate in Östra Göinge Municipality, Scania, in southern Sweden. It is situated to the west of Knislinge, approximately 20 kilometres (12 mi) north of Kristianstad.",0,Wanås Castle
"Wanås Castle is a historic castle located in southern Sweden, near the village of Wanås in Skåne County. Originally constructed in the late 15th century as a defensive fortification, it has undergone significant renovations and expansions over the centuries, transforming into a stately residence. Wanås Castle is noted for its well-preserved architecture and beautiful surrounding landscapes, including a large park featuring contemporary art installations. The estate is now private property but is open to the public for tours and cultural events, making it a popular destination for both tourists and locals. The castle holds historical significance and is part of the broader cultural heritage of Sweden.",1,Wanås Castle
"Louis Johnson (March 19, 1930 – March 31, 2020) was an American dancer, choreographer, teacher, and director whose work spanned ballet and modern dance.",0,Louis Johnson (dancer)
"Louis Johnson (dancer) is an American dancer and choreographer known for his innovative contributions to contemporary dance. He gained prominence in the 1980s as a member of several influential dance companies and has collaborated with renowned choreographers. Johnson is recognized for blending various dance styles, including hip-hop, jazz, and modern dance, resulting in a unique performance aesthetic. In addition to his stage work, he has taught dance internationally and served as a mentor for aspiring dancers. His contributions to the field have earned him accolades and recognition within the dance community.",1,Louis Johnson (dancer)
Sansikhara is a census town in Dhanbad CD block in Dhanbad Sadar subdivision of Dhanbad district in the Indian state of Jharkhand.,0,Sansikhara
"Sansikhara is a term used in Buddhist philosophy, particularly in the context of the doctrine of dependent origination (pratītyasamutpāda). It refers to the mental formations or volitional actions that influence an individual's karma and contribute to the cycle of birth, death, and rebirth (samsara). In the Abhidharma tradition, sansikhara is categorized as one of the five aggregates (skandhas) that constitute a sentient being, specifically related to the activities of the mind and the intentions that shape one's experiences. The concept underscores the role of intention in moral actions and the formation of character, emphasizing that unwholesome sansikharas can lead to suffering, while wholesome ones can promote enlightenment and liberation from the cyclical nature of existence.",1,Sansikhara
"Luka Tunjić (born 19 November 2005) is a professional football player who plays as an attacking midfielder for Fortuna Sittard. Born in Germany and a former youth representative for Bosnia and Herzegovina, he is a youth international for Croatia.",0,Luka Tunjić
"Luka Tunjić is a Croatian professional footballer born on September 21, 1998, in Osijek, Croatia. Primarily playing as a forward, he began his career in the youth system of NK Osijek before making his senior debut with the club. Tunjić has since played for several teams in the Croatian leagues, showcasing strong performance that has attracted attention from domestic and international scouts. Known for his technical skills and goal-scoring ability, he continues to develop as a player in competitive leagues, contributing to both his team's performance and his individual growth in the sport.",1,Luka Tunjić
"Gucheng (simplified Chinese: 古城镇; traditional Chinese: 古城鎮; pinyin: Gǔchéng Zhèn) is a town in Fuchuan Yao Autonomous County, Guangxi, China. As of the 2018 census it had a population of 20,600 and an area of 42.65 square kilometres (16.47 sq mi).",0,"Gucheng, Fuchuan County"
"Gucheng is a town located in Fuchuan County, Guangxi Zhuang Autonomous Region, China. It serves as the administrative center of the county and is known for its rich cultural heritage and scenic landscapes. Gucheng is predominantly inhabited by the Zhuang ethnic group, and the town plays a significant role in the local economy through agriculture and tourism, attracting visitors with its traditional festivals and natural beauty. The infrastructure of Gucheng includes various schools, health facilities, and local markets, supporting the community's needs and enhancing its development.",1,"Gucheng, Fuchuan County"
"Mobile payment, also referred to as mobile money, mobile money transfer and mobile wallet, is any of various payment processing services operated under financial regulations and performed from or via a mobile device. Instead of paying with cash, cheque, or credit card, a consumer can use a payment app on a mobile device to pay for a wide range of services and digital or hard goods. Although the concept of using non-coin-based currency systems has a long history, it is only in the 21st century that the technology to support such systems has become widely available. Mobile payments were adopted in Japan in the 2000s and later all over the world in different ways. The first patent exclusively defined ""Mobile Payment System"" was filed in 2000. In a developing country, mobile payment solutions can be deployed as a means of extending services of financial institutions to the community known as the ""unbanked"" or ""underbanked"", which is estimated to be as much as 50 percent of the world's adult population, according to the Financial Access 2009 Report ""Half the World is Unbanked"". Such payment networks are often used for micropayments. A recent 2025 systematic review finds that digital payment technologies—including mobile payments and mobile money—significantly expand financial inclusion by enabling access to financial services among underserved and unbanked populations worldwide. A 2025 empirical study from Saudi Arabia further shows that the expansion of digital financial services through mobile payment platforms can enhance financial inclusion and support broader socioeconomic sustainability goals in the country. The use of mobile payments in developing countries has attracted public and private funding by organizations such as the Bill & Melinda Gates Foundation, the United States Agency for International Development, and Mercy Corps. Mobile payments are becoming a key instrument for payment service providers (PSPs) and other market participants, in order to achieve new growth opportunities, according to the European Payments Council (EPC). The EPC states that ""new technology solutions provide a direct improvement to the operations efficiency, ultimately resulting in cost savings and in an increase in business volume"".",0,Mobile payment
"Mobile payment refers to the process of making financial transactions through mobile devices such as smartphones and tablets. This payment method allows users to pay for goods and services, transfer money, or perform banking activities using applications or specialized software. Mobile payments may utilize various technologies, including Near Field Communication (NFC), QR codes, and mobile wallets, with popular platforms including Apple Pay, Google Pay, and Samsung Pay. The adoption of mobile payments has grown significantly, largely due to the increasing use of smartphones, enhanced security measures, and a global shift toward digital transactions. Mobile payment systems are supported by numerous industries, including retail, transportation, and e-commerce, promoting convenience and efficiency in financial exchanges.",1,Mobile payment
"Aragami (Japanese: 荒神, Hepburn: Kōjin; also known as Aragami: The Raging God of Battle) is a 2003 Japanese action film directed by Ryuhei Kitamura. It was Kitamura's contribution to the Duel Project, a challenge issued by producer Shinya Kawai to him and fellow director Yukihiko Tsutsumi to film a feature-length movie with only two actors, battling in one setting, in only the time frame of one week.",0,Aragami (film)
"""Aragami"" is a Japanese action horror film released in 2003, directed by Ryuhei Kitamura. The film centers around two warriors who engage in a fierce battle within a mysterious temple. As the story unfolds, the protagonist, a skilled swordsman, confronts an ancient, supernatural entity known as Aragami, which embodies the essence of wrath and revenge. The film explores themes of honor, destiny, and the duality of man, blending elements of martial arts and horror. ""Aragami"" is notable for its stylistic visual presentation and intense action sequences, showcasing Kitamura's signature direction. The film has garnered a cult following and is recognized for its unique take on traditional samurai narratives.",1,Aragami (film)
"704Games Company (formerly known as Dusenberry Martin Racing) is an American video game developer and publisher based in Charlotte, North Carolina. The company acquired the license to be the exclusive developer of NASCAR video games in January 2015 and has since released six console games and a mobile game. The company has a long-standing relationship with the National Association for Stock Car Auto Racing (NASCAR) and has the exclusive rights to develop and publish video games featuring the NASCAR brand.",0,704Games
"704Games is an American video game developer and publisher, known for producing the NASCAR Heat series of racing video games. Established in 2015, the company focuses on creating immersive racing experiences that cater to fans of the NASCAR franchise. 704Games operates as a subsidiary of Motorsport Games and has released several titles for various platforms, including PC, PlayStation, and Xbox. The studio's games feature realistic graphics, enhanced gameplay mechanics, and official licensing from NASCAR, which allows them to include real teams, cars, and tracks.",1,704Games
"Rossino Mantovano (Latin: Rossinus Mantuanus ""Rossino of Mantua"") (fl. 1505–1511) was an Italian singer and composer.",0,Rossino Mantovano
"Rossino Mantovano (born 1927) is an Italian singer and songwriter, known for his contributions to the traditional Italian music scene. He gained popularity in the mid-20th century with his distinctive voice and emotive performances, often focusing on themes of love, nostalgia, and Italian culture. Mantovano's work includes a variety of musical styles, but he is particularly recognized for his interpretations of folk and romantic songs. Throughout his career, he has released numerous albums and singles, earning a dedicated fan base and contributing to the preservation of Italian musical heritage.",1,Rossino Mantovano
"Five men known as sons of Yagbe'u Seyon ruled as Emperor of Ethiopia in succession between 1294 and 1299. Their names were: Seyfa Ared (Amharic: ሰይፈ አርድ ፬ኛ) (1294–1295) (Throne name – Bahr Asgad) Hezba Asgad (Amharic: ሕዝበ አስግድ) (1295–1296) Qedma Asgad (Amharic: ቅድመ አስግድ) (1296–1297) Jin Asgad (Amharic: ጅን አስግድ) (1297–1298) Saba Asgad (Amharic: ሳባ አስግድ) (1298–1299) Though later tradition remembered them as sons of Yagbe'u Seyon, their actual relationship is not clear, though they did succeed him.",0,Sons of Yagbe'u Seyon
"The Sons of Yagbe'u Seyon, also known as the Sons of Yagbe'u, were prominent figures in the history of the Ethiopian Empire during the late medieval period. They were the offspring of Yagbe'u Seyon, who served as a military leader and a regent during the reign of Emperor Menelik II. The sons played significant roles in the expansion and consolidation of the empire, participating in various military campaigns and the internal politics of Ethiopia. Their influence extended into the 19th century, contributing to the complex dynamics of Ethiopian nobility and imperial governance. The legacy of the Sons of Yagbe'u Seyon is reflective of the broader historical context of Ethiopian resistance to foreign invasions, particularly during the Scramble for Africa.",1,Sons of Yagbe'u Seyon
"The 1946 Wichita Shockers football team, sometimes known as the Wheatshockers, was an American football team that represented the Wichita University (now known as Wichita State University) as a member of the Missouri Valley Conference during the 1946 college football season. In its second season under head coach Ralph Graham, the team compiled a 5–5 record (2–1 against conference opponents), finished second out of five teams in the MVC, and was outscored opponents by a total of 135 to 119. The team played its home games at Veterans Field, now known as Cessna Stadium. The 1946 season was the first for Wichita after being classified as a ""major college"" football program.",0,1946 Wichita Shockers football team
"The 1946 Wichita Shockers football team represented Wichita University (now Wichita State University) during the 1946 college football season. They played as a member of the Missouri Valley Conference (MVC) and finished the season with a record of 4 wins and 4 losses. The team was led by head coach John B. McDill, marking his first season in that role. Home games were held at the old Cessna Stadium in Wichita, Kansas. The 1946 season was significant as it marked the return of college football after World War II, with the Shockers aiming to rebuild their program and attract fans to the newly resumed competition.",1,1946 Wichita Shockers football team
"Sing is an American media franchise created by Garth Jennings and produced by Illumination. It features the voice talents of Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Nick Kroll, Taron Egerton, and Tori Kelly among others. The first film, Sing, was released on December 21, 2016, and received positive reviews from critics. The second film, Sing 2, was released on December 22, 2021. The series has grossed $1 billion worldwide. The franchise takes place in a world inhabited by talking, anthropomorphic animals. It follows a koala named Buster Moon who, with the help of other animals, puts on live theater shows that largely encompass singing.",0,Sing (franchise)
"The ""Sing"" franchise is an animated film series produced by Illumination Entertainment. It debuted with the release of the film ""Sing"" in 2016, directed by Garth Jennings, which centers on a koala named Buster Moon who organizes a singing competition to save his struggling theater. The film features a star-studded voice cast, including Matthew McConaughey, Reese Witherspoon, and Scarlett Johansson, and received positive reviews for its animation, humor, and musical performances. A sequel, ""Sing 2,"" was released in December 2021, continuing the story of Buster Moon and his group of singing animals as they aim to impress a talent scout. The franchise has also expanded to include various merchandise, video games, and adaptations, capturing a wide audience with its themes of perseverance and the celebration of music.",1,Sing (franchise)
"Susann is a given name and surname, a variant of Susan. Notable persons with that name include:",0,Susann
"Susann is a given name that can be a variation of the name Susan, which has roots in Hebrew, meaning ""lily"" or ""rose."" The name has been popular throughout different cultures and languages and can also appear as Susanne or Susannah. Several notable individuals bear the name Susann, including the American author Jacqueline Susann, known for her best-selling novels in the 1960s, particularly ""Valley of the Dolls."" The name is used across various countries, often reflecting cultural adaptations and spellings. In addition to personal names, Susann may also refer to various places or entities, especially in contexts where the name has cultural significance.",1,Susann
Barbara Stöckl (born 24 October 1956) is an Austrian cross-country skier. She competed in two events at the 1976 Winter Olympics.,0,Barbara Stöckl (cross-country skier)
"Barbara Stöckl is a retired Austrian cross-country skier who competed in international events primarily in the 1980s. Born on February 2, 1961, Stöckl represented Austria at various World Championships and showcased her talent in numerous races, including distances ranging from sprints to long-distance events. She is known for her achievements in the FIS Cross-Country World Cup, where she earned notable results during her active years. Stöckl's contributions to the sport, along with her competitive spirit, have made her a recognized figure in the history of Austrian skiing.",1,Barbara Stöckl (cross-country skier)
"Stanley Freeman (April 3, 1920 – January 13, 2001) was an American composer, pianist, lyricist, musical arranger, conductor, and studio musician.",0,Stan Freeman
"Stan Freeman (born July 31, 1934) is a notable American computer scientist and educator, recognized for his contributions to the fields of artificial intelligence and software engineering. He served as a professor at the University of Silicon Valley, where he played a significant role in advancing computer science curricula. Freeman is also known for authoring several influential papers and books on algorithm design and machine learning. Throughout his career, he has been involved in various research projects and has collaborated with industry leaders, contributing to the development of innovative technologies. In addition to his academic work, Freeman has been an advocate for ethical standards in technology, emphasizing the importance of responsible AI development.",1,Stan Freeman
"The 2006 State Twenty20 Cricket Knock-Out Tournament was a domestic Twenty20 tournament in New Zealand. The tournament was held in Invercargill on 10-12 November 2006. A prize of $30,000 was on offer for the winners of the tournament. Teams representing the six senior cricket associations of New Zealand (Auckland, Northern Districts, Wellington, Central Districts, Canterbury and Otago) took part, but owing to inclement weather only 4 of the 9 scheduled matches took place.",0,2006 State Twenty20 Cricket Knock-Out Tournament
"The 2006 State Twenty20 Cricket Knock-Out Tournament was the inaugural edition of a domestic Twenty20 cricket competition held in Australia, organized by the Cricket Australia. The tournament took place in January 2006 and featured teams representing various Australian states. It aimed to promote the shorter format of the game and enhance the popularity of cricket in Australia. The competition followed a knockout format, culminating in a final match to determine the champion. The tournament saw significant participation and contributed to the growth of Twenty20 cricket in Australia, setting the stage for future competitions in the format.",1,2006 State Twenty20 Cricket Knock-Out Tournament
Deggenhausertal is a municipality in the district of Bodensee in Baden-Württemberg in Germany.,0,Deggenhausertal
"Deggenhausertal is a municipality in the Bodensee district of Baden-Württemberg, Germany. It is located in the scenic region of Lake Constance and is characterized by its picturesque landscapes and rural charm. The area is known for its various hiking and cycling trails, agricultural activities, and traditional Swabian architecture. Deggenhausertal is composed of several villages and hamlets, contributing to its small-community atmosphere. The local economy primarily relies on agriculture, tourism, and small businesses. The municipality also promotes cultural heritage through local festivals and events that highlight its history and community spirit.",1,Deggenhausertal
"Lhasa Converter Station (Chinese: 拉萨换流站, 拉萨±400千伏换流站) is the first ±400 kV converter station designed for high-altitude and cold-climate conditions. It is the largest of its kind, situated in Langtang Village, Lhünzhub County, Lhasa City, at an altitude of 3,825 meters. The station officially began operations on December 9, 2011, marking a significant milestone in addressing the power supply challenges faced by the Tibetan power grid at the time.",0,Lhasa Converter Station
"The Lhasa Converter Station is a key infrastructure facility located in Lhasa, Tibet, operated by the State Grid Corporation of China. It serves as a crucial component of the China–Tibet Power Transmission Project, which aims to enhance electricity distribution and improve energy stability in the region. The converter station is designed to convert high-voltage direct current (HVDC) from the Tibetan power grid into alternating current (AC), enabling efficient electricity transmission over long distances. The facility plays a significant role in harnessing and distributing the electrical resources of Tibet, contributing to the region's economic development and integration with the national grid.",1,Lhasa Converter Station
"Fernando Herrera Ávila (born 6 August 1968) is a Mexican politician affiliated with the PAN. He currently serves as Senator of the LXII Legislature of the Mexican Congress representing Aguascalientes. He also served as deputy of the Chamber of Deputies during the 2000-2003 legislature, and previously in the Congress of Aguascalientes.",0,Fernando Herrera Ávila
"Fernando Herrera Ávila (born September 13, 1973) is a Mexican politician affiliated with the Institutional Revolutionary Party (PRI). He has served in various political roles and is known for his contributions to regional development and local governance in Mexico. Herrera has garnered attention for his commitment to social issues and public policy reform, particularly in areas related to education and health. His political career includes positions as a local representative and involvement in several civic projects aimed at improving community welfare.",1,Fernando Herrera Ávila
"George is a city in Grant County, Washington, United States. The population was 809 at the 2020 census. The ""humorous homage"" to President George Washington has landed George on lists of unusual place names. The city is known for being near The Gorge Amphitheatre, sometimes called ""The Gorge at George"". The Gorge Amphitheatre was the location of the annual Sasquatch! Music Festival. The city also celebrates national holidays such as the Fourth of July, and Washington's Birthday, with cherry pies. The world's largest cherry pie is also baked every year on July 4, and served to a crowd.",0,"George, Washington"
"George Washington (February 22, 1732 – December 14, 1799) was an American military leader, statesman, and Founding Father who served as the first President of the United States from 1789 to 1797. He played a pivotal role in the American Revolutionary War, leading the Continental Army to victory against British forces and earning a reputation for his leadership and military strategy. After the war, Washington presided over the Constitutional Convention of 1787, which resulted in the drafting of the United States Constitution. He is often referred to as the ""Father of His Country"" for his contributions to the founding of the nation and the establishment of its government. Washington declined to seek a third term, setting a precedent for future presidents, and is remembered for his commitment to republicanism and civic virtue. His legacy includes the establishment of the presidency and the promotion of national unity.",1,"George, Washington"
"Russell Wilson (born 17 March 1959, in Blackpool) is a former English cricketer. He was a right-handed batsman and right-arm medium-fast bowler who played for Wiltshire. Having made his Minor Counties Championship debut for the team in 1979, he made his only List A appearance during the 1983 NatWest Trophy, against Northamptonshire. From the tailend, he scored 9 not out.",0,Russell Wilson (cricketer)
"Russell Wilson was an English cricketer born on December 4, 1866, in Birmingham, England. He was a right-handed batsman and played first-class cricket primarily for Worcestershire during the late 19th century. Wilson made his debut in 1888 and was active in the sport until 1899, participating in 79 first-class matches. He was known for his batting skills, with a highest score of 142 runs in a single innings. Wilson also had brief stints in minor counties cricket. He passed away on January 17, 1929.",1,Russell Wilson (cricketer)
"Emanuel Hirsch (14 June 1888 in Bentwisch, Province of Brandenburg – 17 July 1972 in Göttingen) was a German Protestant theologian and also a member of the Nazi Party and a number of Nazi-supporting organizations. He escaped denazification at the end of the war by quitting his professorship, allegedly for health reasons, losing the pension from his University. Hirsch studied at the Humboldt University of Berlin where his teachers were Karl Holl and Adolf von Harnack. He earned his PhD with the thesis Fichte's Philosophy of Religion in the context of his overall philosophical development (in German: Fichtes Religionsphilosophie im Rahmen der philosophischen Gesamtentwicklung Fichtes). Hirsch was a member of the Wingolf student fraternity. He was a professor at Göttingen University (1921–1945). Shortly after the Nazi seizure of power he wrote: No other people of the world has a statesman who is so serious about Christendom; when Adolf Hitler concluded his great speech on May 1st with a prayer everybody could feel the wonderful candor therein. In 1933 Hirsch signed the Vow of allegiance of the Professors of the German Universities and High-Schools to Adolf Hitler and the National Socialistic State. Emanuel Hirsch joined the NSDAP in 1937 and also became a Patron Member of the SS and joined the National Socialist People's Welfare. Hirsch was a leader of the German Christians and an advisor of Reich Bishop Ludwig Müller.",0,Emanuel Hirsch
"Emanuel Hirsch (1888–1972) was a prominent German philosopher and theologian known for his contributions to philosophy of religion and ethics. He was a significant figure in the development of neo-Kantian philosophy and engaged deeply with existentialist thought. Hirsch's work often explored the intersections of faith, reason, and moral responsibility, emphasizing the importance of individual autonomy in ethical decision-making. Throughout his academic career, he held various teaching positions at several universities, influencing a generation of scholars and students. His writings remain a subject of study for those interested in religious philosophy and the dialogue between faith and reason.",1,Emanuel Hirsch
"MSC Pocking is a German motorcycle speedway team based in Pocking, in the district of Passau, in Lower Bavaria, Germany.",0,MSC Pocking
